district,area,perch,bedrooms,bathrooms,kitchen_area_sqft,parking_spots,has_garden,has_ac,water_supply,electricity,floors,year_built,price_lkr,house_age
Mullaitivu,Mullaitivu Central,7,2,1,43,1,False,True,Both,Single phase,1,2010,7316316,16
Kalutara,Beruwala,4,1,1,46,0,True,False,Both,Single phase,1,1994,6392944,32
Trincomalee,China Bay,7,4,4,45,2,False,True,Both,Single phase,1,2015,10690211,11
Matale,Matale Central,4,2,1,60,0,False,False,Both,Single phase,2,2016,6643391,10
Kandy,Gatambe,18,6,5,162,1,True,True,Pipe-borne,Single phase,2,1991,30912781,35
Hambantota,Tangalle,2,2,2,35,0,True,False,Well,Single phase,1,1990,1797375,36
Nuwara Eliya,Nuwara Eliya Central,7,2,1,99,1,False,False,Both,Single phase,1,1991,14030441,35
Mullaitivu,Mullaitivu Central,3,2,2,35,1,True,False,Both,Single phase,1,1992,2802699,34
Trincomalee,China Bay,12,6,5,117,0,True,False,Pipe-borne,Single phase,1,1985,12429304,41
Anuradhapura,Madawachchiya,42,7,5,250,2,False,True,Pipe-borne,Single phase,2,1990,46839424,36
Matara,Weligama,16,5,4,196,1,True,False,Well,Single phase,2,2008,24455046,18
Gampaha,Negombo,7,3,2,66,3,False,False,Well,Single phase,1,2007,16653473,19
Monaragala,Monaragala Central,9,3,3,77,1,False,False,Well,Three phase,1,1989,7675692,37
Gampaha,Wattala,10,3,2,121,0,True,False,Well,Three phase,2,2020,18460646,6
Ampara,Ampara Central,13,5,5,197,3,False,True,Pipe-borne,Single phase,2,2021,18631856,5
Vavuniya,Vavuniya Central,8,2,2,86,1,True,True,Both,Single phase,1,1999,8433794,27
Batticaloa,Batticaloa Town,18,6,5,201,2,True,False,Well,Single phase,2,2015,22592270,11
Colombo,Dehiwala,3,2,2,61,2,True,True,Both,Single phase,1,2007,11262925,19
Kilinochchi,Kilinochchi Central,32,6,5,226,2,True,True,Both,Single phase,3,1997,30025420,29
Polonnaruwa,Polonnaruwa Central,4,1,1,35,2,False,False,Pipe-borne,Single phase,2,2004,4773511,22
Kurunegala,Melsiripura,18,7,5,169,2,True,True,Both,Three phase,2,1996,21784020,30
Ratnapura,Kuruwita,4,1,1,60,0,True,False,Both,Single phase,2,2013,5185156,13
Ampara,Ampara Central,14,7,5,176,1,False,True,Pipe-borne,Three phase,1,2011,19206368,15
Kalutara,Kalutara North,2,1,1,35,0,True,False,Pipe-borne,Single phase,1,1991,3989107,35
Mannar,Mannar Central,9,4,3,145,0,True,True,Well,Single phase,1,2008,9044010,18
Kilinochchi,Kilinochchi Central,8,4,4,88,0,False,False,Pipe-borne,Single phase,1,1992,6933473,34
Nuwara Eliya,Nuwara Eliya Central,7,3,2,83,2,True,True,Pipe-borne,Three phase,1,2013,13604863,13
Kilinochchi,Kilinochchi Central,11,3,2,68,0,False,False,Both,Three phase,2,2009,8302971,17
Kandy,Katugastota,3,2,1,46,3,True,True,Well,Single phase,2,1987,10066904,39
Vavuniya,Vavuniya Central,14,5,4,179,1,False,False,Pipe-borne,Single phase,2,2001,12508585,25
Gampaha,Gampaha Town,9,3,3,65,0,False,False,Both,Single phase,1,2013,10632594,13
Badulla,Bandarawela,4,3,3,35,1,False,False,Both,Single phase,1,1986,4151006,40
Polonnaruwa,Polonnaruwa Central,14,5,4,184,1,False,False,Pipe-borne,Single phase,3,1986,18222859,40
Hambantota,Tangalle,15,6,5,157,2,False,False,Pipe-borne,Single phase,2,2007,19667944,19
Gampaha,Ragama,28,7,5,250,1,False,False,Both,Three phase,3,2003,44803930,23
Trincomalee,China Bay,5,2,1,62,0,True,True,Both,Single phase,1,2012,8887327,14
Batticaloa,Eravur,2,2,1,35,2,False,True,Well,Single phase,1,2007,4647204,19
Monaragala,Monaragala Central,8,3,3,69,1,True,False,Well,Three phase,1,1985,6285730,41
Monaragala,Monaragala Central,8,3,3,111,1,False,False,Well,Single phase,2,1992,9938751,34
Monaragala,Monaragala Central,7,4,4,86,1,True,False,Pipe-borne,Three phase,1,1990,8929504,36
Kurunegala,Polgahawela,9,4,3,108,0,True,True,Well,Single phase,1,1996,11052475,30
Ratnapura,Ratnapura Town,21,5,4,250,1,False,False,Pipe-borne,Single phase,3,2021,37705133,5
Nuwara Eliya,Nuwara Eliya Central,4,2,2,58,1,True,True,Well,Single phase,1,2012,9141315,14
Nuwara Eliya,Nuwara Eliya Central,5,2,2,50,3,True,False,Both,Single phase,2,1991,12210929,35
Puttalam,Puttalam Central,2,1,1,35,2,True,False,Well,Single phase,1,2017,4124093,9
Gampaha,Negombo,16,6,5,110,2,True,True,Well,Single phase,1,2022,28041838,4
Kegalle,Kegalle Central,6,3,2,73,0,True,True,Both,Three phase,1,1989,9352362,37
Kandy,Kandy City,11,4,4,81,1,True,True,Pipe-borne,Single phase,2,2008,18564758,18
Trincomalee,China Bay,6,3,2,36,0,False,False,Pipe-borne,Three phase,1,1991,5513037,35
Gampaha,Negombo,3,1,1,35,1,True,False,Pipe-borne,Single phase,2,2001,6813217,25
Jaffna,Kokuvil,10,4,3,72,1,False,True,Both,Three phase,1,2003,14190219,23
Matara,Nupe,10,4,3,86,0,True,False,Pipe-borne,Single phase,1,1996,9922987,30
Badulla,Bandarawela,3,1,1,35,1,True,False,Well,Single phase,2,2007,4040331,19
Kurunegala,Melsiripura,10,4,4,125,3,True,False,Both,Single phase,2,2021,17618989,5
Kalutara,Wadduwa,29,6,5,250,2,True,False,Pipe-borne,Three phase,3,1988,48500451,38
Hambantota,Ambalantota,16,7,5,193,1,False,False,Well,Three phase,2,1988,16682186,38
Jaffna,Jaffna Town,7,3,3,39,0,True,True,Pipe-borne,Three phase,2,1991,9912578,35
Anuradhapura,Nuwaragam Palatha,11,2,2,104,0,False,True,Well,Single phase,2,2024,15458525,2
Anuradhapura,New Town,2,1,1,35,3,True,True,Both,Three phase,1,2008,4072295,18
Kandy,Peradeniya,2,1,1,71,3,True,True,Pipe-borne,Single phase,1,2000,7172789,26
Batticaloa,Batticaloa Town,21,7,5,204,1,True,False,Pipe-borne,Three phase,2,2007,26523406,19
Gampaha,Ragama,4,2,2,35,0,True,False,Well,Single phase,1,2020,7441019,6
Kandy,Tennekumbura,6,2,1,86,0,True,False,Pipe-borne,Single phase,2,2010,12533597,16
Monaragala,Monaragala Central,29,4,3,250,2,True,True,Well,Single phase,3,2021,41172865,5
Kegalle,Kegalle Central,17,6,5,216,1,False,True,Well,Three phase,2,2019,23736965,7
Kurunegala,Kurunegala Town,26,5,5,192,1,True,True,Pipe-borne,Single phase,3,2018,30505894,8
Kurunegala,Kurunegala Town,6,2,2,73,2,True,False,Both,Three phase,1,2025,8563547,1
Ratnapura,Ratnapura Town,5,3,3,35,0,False,True,Both,Single phase,1,1994,4721533,32
Matara,Nupe,39,7,5,250,1,True,False,Both,Single phase,2,2018,55425595,8
Mannar,Mannar Central,5,3,2,56,1,False,True,Well,Three phase,1,2010,5315726,16
Kurunegala,Pannala,19,7,5,214,1,False,False,Well,Single phase,3,2012,24574632,14
Matale,Matale Central,11,5,5,76,0,False,False,Both,Single phase,2,2019,10233681,7
Matale,Matale Central,3,4,4,35,0,False,False,Pipe-borne,Single phase,2,2015,4332132,11
Kalutara,Beruwala,2,2,1,40,1,True,True,Both,Single phase,2,2000,4170884,26
Kegalle,Kegalle Central,6,3,3,73,0,True,True,Well,Three phase,2,2003,9440289,23
Hambantota,Ambalantota,15,7,5,131,2,False,False,Well,Three phase,1,1989,12434749,37
Kilinochchi,Kilinochchi Central,9,2,1,126,1,True,True,Pipe-borne,Single phase,1,2024,10121172,2
Matale,Matale Central,6,4,4,81,0,False,False,Pipe-borne,Single phase,2,1992,6647340,34
Kegalle,Kegalle Central,3,1,1,39,2,True,False,Both,Single phase,2,2021,4300716,5
Kurunegala,Polgahawela,14,6,5,111,1,True,False,Well,Three phase,1,2015,14908424,11
Ampara,Ampara Central,14,5,4,164,1,True,True,Both,Three phase,1,2023,19320306,3
Anuradhapura,Madawachchiya,12,6,5,149,0,False,True,Both,Three phase,2,1996,15394670,30
Nuwara Eliya,Nuwara Eliya Central,20,5,5,176,2,False,False,Pipe-borne,Single phase,1,2021,41380500,5
Galle,Karapitiya,5,1,1,70,0,True,False,Well,Three phase,2,2009,6346228,17
Trincomalee,Uppuveli,2,2,1,35,2,False,True,Both,Three phase,2,2014,4650943,12
Nuwara Eliya,Nuwara Eliya Central,25,7,5,250,2,True,True,Both,Three phase,2,1991,75326200,35
Colombo,Mount Lavinia,27,6,5,250,2,True,True,Pipe-borne,Single phase,2,1999,85145860,27
Ratnapura,Kuruwita,3,1,1,36,1,False,True,Well,Single phase,2,2002,4054642,24
Galle,Karapitiya,4,2,1,67,0,False,False,Well,Three phase,2,2010,6397125,16
Trincomalee,Nilaveli,17,5,4,119,3,True,True,Pipe-borne,Single phase,1,2025,23320231,1
Hambantota,Hambantota Town,18,7,5,171,1,False,False,Well,Single phase,2,1988,16469433,38
Mullaitivu,Mullaitivu Central,9,4,4,107,1,True,False,Both,Three phase,1,2016,7915884,10
Matara,Matara Town,7,2,1,57,0,False,True,Pipe-borne,Single phase,1,2016,7528996,10
Polonnaruwa,Polonnaruwa Central,6,2,2,70,2,False,False,Pipe-borne,Three phase,1,2006,5409054,20
Vavuniya,Vavuniya Central,2,1,1,44,2,False,True,Both,Three phase,1,1998,3032734,28
Monaragala,Monaragala Central,8,3,3,90,0,True,False,Well,Single phase,1,1999,7299270,27
Ampara,Ampara Central,34,5,4,250,3,True,False,Well,Three phase,2,2018,31632721,8
Polonnaruwa,Polonnaruwa Central,12,4,4,104,0,False,True,Both,Three phase,1,2021,15177359,5
Trincomalee,Nilaveli,10,3,2,97,1,False,False,Well,Single phase,2,1989,10707614,37
Kegalle,Kegalle Central,2,3,2,35,1,False,True,Well,Single phase,2,1992,3393316,34
Badulla,Badulla Town,19,5,4,219,2,True,True,Pipe-borne,Single phase,2,2000,25967077,26
Kilinochchi,Kilinochchi Central,2,2,2,35,0,False,False,Well,Single phase,1,2024,2117959,2
Batticaloa,Kallady,30,5,5,250,3,False,True,Well,Single phase,2,2007,42322472,19
Jaffna,Kokuvil,10,4,4,155,1,False,False,Both,Three phase,1,2018,18027755,8
Gampaha,Negombo,11,5,4,105,1,True,True,Pipe-borne,Three phase,1,2011,20706604,15
Mullaitivu,Mullaitivu Central,3,2,1,47,1,True,False,Both,Three phase,1,2000,3241103,26
Trincomalee,China Bay,5,1,1,44,3,True,True,Pipe-borne,Three phase,1,2016,8768574,10
Badulla,Bandarawela,8,4,3,84,0,False,False,Both,Single phase,2,2021,10817931,5
Puttalam,Puttalam Central,11,4,3,84,1,False,False,Both,Single phase,1,1992,10388318,34
Nuwara Eliya,Nuwara Eliya Central,9,5,5,90,1,False,True,Both,Three phase,2,2002,24294187,24
Gampaha,Kadawatha,26,7,5,250,1,False,False,Pipe-borne,Single phase,2,1987,40530304,39
Galle,Unawatuna,2,1,1,35,0,False,True,Well,Single phase,2,2017,5877254,9
Nuwara Eliya,Nuwara Eliya Central,13,4,3,115,1,True,True,Well,Single phase,2,1986,29038717,40
Colombo,Wellawatte,4,1,1,56,0,True,True,Both,Single phase,1,1989,14436669,37
Trincomalee,Uppuveli,3,2,1,48,0,False,True,Well,Three phase,1,2021,4528176,5
Kurunegala,Melsiripura,2,4,3,47,0,True,True,Pipe-borne,Three phase,1,2000,3920813,26
Monaragala,Monaragala Central,26,7,5,198,1,True,True,Both,Three phase,2,1990,26005539,36
Hambantota,Hambantota Town,2,3,2,47,0,False,True,Well,Single phase,1,2022,3440854,4
Kalutara,Beruwala,2,3,2,38,2,False,False,Pipe-borne,Single phase,1,2003,5535153,23
Polonnaruwa,Polonnaruwa Central,11,5,4,99,0,False,False,Both,Three phase,2,2013,9376446,13
Kegalle,Kegalle Central,19,7,5,169,1,True,False,Well,Single phase,2,2022,25003033,4
Colombo,Mount Lavinia,10,4,3,136,1,False,True,Well,Single phase,1,2013,41855250,13
Kandy,Kandy City,2,1,1,65,1,True,False,Pipe-borne,Three phase,1,2001,4961894,25
Matale,Matale Central,15,4,3,174,3,True,True,Both,Single phase,2,2024,25122021,2
Matale,Matale Central,12,5,4,127,0,True,False,Both,Three phase,1,2005,16185945,21
Kalutara,Kalutara North,14,6,5,160,3,False,True,Both,Three phase,2,1994,26405685,32
Monaragala,Monaragala Central,12,4,4,86,1,True,False,Both,Single phase,1,2002,10259573,24
Mullaitivu,Mullaitivu Central,2,1,1,35,0,True,True,Well,Single phase,1,1992,1806239,34
Kandy,Gatambe,27,7,5,250,1,True,True,Well,Single phase,3,1986,55501633,40
Anuradhapura,Madawachchiya,10,3,2,57,2,True,False,Pipe-borne,Three phase,1,2014,9964749,12
Anuradhapura,New Town,12,5,4,118,3,True,True,Pipe-borne,Three phase,1,1996,14159156,30
Kandy,Kandy City,41,5,4,250,1,True,True,Well,Single phase,2,2008,59505670,18
Mullaitivu,Mullaitivu Central,7,3,2,106,3,False,False,Pipe-borne,Single phase,2,1993,8929311,33
Ratnapura,Ratnapura Town,6,3,3,83,0,True,True,Both,Single phase,1,1987,7992605,39
Trincomalee,China Bay,11,5,4,143,0,True,False,Both,Three phase,2,1994,13383147,32
Batticaloa,Eravur,17,6,5,131,1,True,True,Well,Three phase,1,1990,15088002,36
Kurunegala,Melsiripura,3,2,1,45,1,False,False,Pipe-borne,Three phase,2,2022,5174274,4
Colombo,Wellawatte,10,4,3,119,1,True,True,Pipe-borne,Single phase,1,2017,36416509,9
Matale,Matale Central,33,7,5,234,1,False,True,Both,Single phase,2,1996,35032529,30
Mannar,Mannar Central,7,1,1,52,0,False,True,Pipe-borne,Single phase,2,2017,6915891,9
Kandy,Peradeniya,14,4,3,111,2,True,False,Both,Three phase,1,2022,22855167,4
Kilinochchi,Kilinochchi Central,3,1,1,35,2,True,True,Both,Three phase,1,1990,4064773,36
Matara,Weligama,2,2,1,42,3,True,False,Both,Three phase,2,1996,5273476,30
Mannar,Mannar Central,2,2,1,54,0,False,True,Pipe-borne,Three phase,1,2014,2703135,12
Ampara,Ampara Central,7,2,1,47,2,False,False,Both,Single phase,1,2005,7697546,21
Mannar,Mannar Central,5,2,1,35,1,True,True,Both,Three phase,2,1993,4741468,33
Trincomalee,Uppuveli,7,3,3,47,2,True,False,Well,Three phase,1,2011,8971016,15
Mullaitivu,Mullaitivu Central,11,4,3,142,0,True,False,Pipe-borne,Three phase,2,1986,11946561,40
Trincomalee,China Bay,11,2,1,130,2,False,True,Well,Three phase,1,2015,13321722,11
Vavuniya,Vavuniya Central,5,2,2,82,2,False,False,Pipe-borne,Single phase,1,2008,7605956,18
Polonnaruwa,Polonnaruwa Central,14,6,5,128,2,True,False,Both,Three phase,1,2019,18046055,7
Anuradhapura,New Town,17,6,5,205,1,False,False,Pipe-borne,Single phase,2,1991,21026323,35
Kegalle,Kegalle Central,12,5,4,129,0,False,True,Well,Three phase,1,2010,15336265,16
Colombo,Mount Lavinia,2,2,2,50,0,True,True,Both,Three phase,1,2010,7011622,16
Kandy,Katugastota,7,2,2,78,1,True,True,Pipe-borne,Single phase,2,1986,12518090,40
Badulla,Bandarawela,24,7,5,219,1,False,True,Both,Single phase,2,1985,23607362,41
Galle,Unawatuna,5,3,2,63,0,True,True,Pipe-borne,Three phase,1,2025,8244333,1
Hambantota,Ambalantota,9,4,4,124,0,False,True,Well,Single phase,1,2014,13797398,12
Nuwara Eliya,Nuwara Eliya Central,4,1,1,78,1,True,True,Both,Single phase,1,2025,10407375,1
Kandy,Tennekumbura,5,1,1,60,1,False,False,Both,Single phase,2,2006,9547655,20
Kilinochchi,Kilinochchi Central,6,3,3,47,2,True,False,Both,Single phase,2,2009,8460294,17
Puttalam,Puttalam Central,4,2,1,45,0,False,False,Both,Three phase,2,1996,4418850,30
Polonnaruwa,Polonnaruwa Central,26,7,5,250,1,True,True,Well,Single phase,3,2005,38885439,21
Mullaitivu,Mullaitivu Central,8,3,2,98,1,True,False,Pipe-borne,Single phase,2,2021,10103561,5
Hambantota,Tangalle,18,6,5,214,2,True,False,Well,Three phase,2,1993,22942864,33
Gampaha,Wattala,16,7,5,137,1,True,True,Both,Three phase,1,2000,30523219,26
Gampaha,Wattala,45,6,5,250,2,False,False,Well,Three phase,3,2006,70787661,20
Gampaha,Wattala,2,2,1,57,1,False,False,Well,Three phase,2,2016,5843870,10
Kilinochchi,Kilinochchi Central,39,6,5,250,2,True,False,Both,Single phase,3,1985,33902799,41
Galle,Hikkaduwa,3,3,2,36,1,True,True,Both,Three phase,1,2016,7160132,10
Trincomalee,Uppuveli,11,5,4,114,1,True,True,Both,Three phase,1,2011,16571908,15
Kalutara,Wadduwa,5,3,2,37,0,True,False,Both,Single phase,1,2020,5776498,6
Vavuniya,Vavuniya Central,12,6,5,122,3,False,False,Well,Single phase,1,2013,13276770,13
Puttalam,Puttalam Central,2,3,2,42,1,True,False,Well,Three phase,1,2013,3252378,13
Polonnaruwa,Polonnaruwa Central,18,7,5,196,1,False,True,Both,Three phase,1,1985,18934146,41
Hambantota,Ambalantota,34,6,5,250,2,True,False,Both,Three phase,2,2012,34318923,14
Galle,Karapitiya,9,5,5,104,1,False,True,Both,Three phase,1,1998,10864158,28
Batticaloa,Batticaloa Town,5,1,1,64,0,True,False,Pipe-borne,Three phase,2,2002,6548625,24
Jaffna,Chunnakam,29,6,5,250,2,False,True,Well,Three phase,2,2008,52916919,18
Ratnapura,Kuruwita,5,1,1,59,0,True,False,Pipe-borne,Three phase,1,2009,4634530,17
Colombo,Wellawatte,9,6,5,90,2,True,False,Pipe-borne,Single phase,1,2012,24110220,14
Gampaha,Negombo,10,2,1,125,1,True,False,Both,Single phase,2,2004,20139366,22
Monaragala,Monaragala Central,11,3,2,127,0,False,True,Both,Three phase,1,1992,10965481,34
Puttalam,Puttalam Central,18,4,4,239,2,True,False,Well,Single phase,2,1992,24359582,34
Ampara,Ampara Central,2,1,1,44,0,True,False,Both,Three phase,2,1999,2929968,27
Vavuniya,Vavuniya Central,8,4,4,49,1,False,True,Pipe-borne,Three phase,1,1999,8311105,27
Batticaloa,Batticaloa Town,4,4,3,59,1,True,False,Both,Single phase,1,1985,4626447,41
Anuradhapura,Nuwaragam Palatha,15,5,4,131,3,True,True,Well,Single phase,2,2007,15684553,19
Mannar,Mannar Central,9,3,2,117,0,True,False,Pipe-borne,Three phase,1,2012,8741148,14
Gampaha,Gampaha Town,25,6,5,250,2,True,False,Pipe-borne,Three phase,2,1987,43451989,39
Matara,Matara Town,8,3,2,82,2,True,False,Well,Three phase,1,1987,8704094,39
Ratnapura,Ratnapura Town,8,4,4,35,1,True,False,Both,Three phase,1,2016,9514258,10
Mullaitivu,Mullaitivu Central,2,2,2,62,1,False,True,Both,Three phase,1,2015,2477072,11
Galle,Unawatuna,5,3,2,35,1,True,True,Both,Three phase,2,2022,9492557,4
Matale,Matale Central,11,4,3,90,0,False,False,Pipe-borne,Single phase,1,1986,10738794,40
Nuwara Eliya,Nuwara Eliya Central,2,1,1,53,0,False,True,Well,Single phase,2,1992,5942819,34
Badulla,Hali Ela,17,6,5,166,1,True,False,Both,Three phase,1,2002,16860552,24
Matale,Matale Central,22,7,5,143,2,True,False,Pipe-borne,Single phase,2,1995,20129866,31
Badulla,Badulla Town,4,2,1,71,1,True,True,Both,Single phase,2,1995,5291605,31
Monaragala,Monaragala Central,12,4,3,151,0,False,True,Both,Single phase,2,1999,14586503,27
Kalutara,Beruwala,12,5,4,139,0,False,True,Pipe-borne,Single phase,1,1996,20131126,30
Mullaitivu,Mullaitivu Central,26,6,5,250,1,False,False,Well,Single phase,2,2021,27228246,5
Hambantota,Hambantota Town,8,3,2,35,1,True,True,Both,Single phase,2,1985,7272315,41
Polonnaruwa,Polonnaruwa Central,3,1,1,38,0,False,True,Well,Three phase,2,2006,3158140,20
Anuradhapura,Madawachchiya,14,5,5,104,2,False,False,Both,Three phase,1,2012,15277552,14
Monaragala,Monaragala Central,27,7,5,250,3,True,False,Both,Single phase,3,2003,28466515,23
Monaragala,Monaragala Central,15,6,5,194,3,False,False,Well,Single phase,1,1995,11782501,31
Polonnaruwa,Polonnaruwa Central,17,7,5,171,1,True,False,Well,Three phase,1,1997,12276656,29
Mullaitivu,Mullaitivu Central,5,2,2,42,1,True,False,Well,Single phase,1,2021,5252176,5
Kilinochchi,Kilinochchi Central,9,5,4,67,1,True,False,Pipe-borne,Single phase,1,2004,6024339,22
Ratnapura,Kuruwita,31,7,5,250,2,False,False,Well,Three phase,2,2018,44566262,8
Gampaha,Wattala,9,3,2,77,1,False,False,Both,Three phase,1,1990,10062638,36
Ampara,Ampara Central,8,4,3,55,1,True,False,Both,Single phase,1,1985,8156367,41
Mannar,Mannar Central,6,3,2,94,0,True,False,Both,Three phase,1,1998,5718054,28
Monaragala,Monaragala Central,3,1,1,35,3,True,False,Pipe-borne,Three phase,1,2015,4343977,11
Hambantota,Hambantota Town,3,3,3,35,0,True,True,Pipe-borne,Three phase,1,2004,3592409,22
Polonnaruwa,Polonnaruwa Central,14,6,5,127,1,True,False,Pipe-borne,Single phase,2,2022,12203797,4
Gampaha,Negombo,10,2,2,96,2,False,True,Well,Single phase,2,2000,20236936,26
Kalutara,Wadduwa,14,6,5,134,2,True,False,Both,Three phase,1,2015,22394097,11
Kegalle,Kegalle Central,38,5,4,250,1,True,False,Pipe-borne,Single phase,2,2003,47840074,23
Kilinochchi,Kilinochchi Central,6,4,3,70,1,False,False,Well,Single phase,2,1999,5682539,27
Vavuniya,Vavuniya Central,12,4,4,118,0,True,True,Pipe-borne,Single phase,1,2017,14014758,9
Matale,Matale Central,2,1,1,40,1,True,True,Well,Three phase,2,2025,5469989,1
Gampaha,Gampaha Town,5,2,1,94,1,True,False,Pipe-borne,Three phase,1,1997,7862334,29
Trincomalee,Uppuveli,6,3,3,52,0,True,False,Both,Single phase,1,1992,7003489,34
Puttalam,Puttalam Central,12,5,4,137,0,True,True,Well,Single phase,2,2023,19703719,3
Ampara,Ampara Central,2,1,1,44,1,True,False,Pipe-borne,Single phase,2,2019,4078649,7
Kilinochchi,Kilinochchi Central,15,5,4,188,2,True,True,Both,Single phase,2,2020,21272254,6
Kandy,Katugastota,3,2,2,35,0,True,True,Both,Single phase,1,2001,6750592,25
Ampara,Ampara Central,22,6,5,151,3,True,False,Well,Single phase,1,2002,18451822,24
Galle,Unawatuna,2,1,1,64,0,False,False,Well,Three phase,1,1991,3405636,35
Kalutara,Kalutara North,7,5,4,75,0,False,False,Both,Three phase,1,2018,10049221,8
Mullaitivu,Mullaitivu Central,7,2,2,77,0,False,True,Both,Single phase,1,2019,7784046,7
Trincomalee,China Bay,15,6,5,122,3,True,False,Pipe-borne,Single phase,1,2001,15075620,25
Mannar,Mannar Central,9,4,4,58,1,False,True,Both,Single phase,2,2001,7587346,25
Kalutara,Panadura,25,6,5,250,2,True,False,Well,Three phase,2,1985,41506617,41
Badulla,Badulla Town,17,4,3,205,3,True,False,Both,Single phase,2,2005,21531362,21
Kandy,Katugastota,2,2,2,38,1,True,False,Pipe-borne,Three phase,1,2003,4122281,23
Hambantota,Hambantota Town,6,2,2,84,0,False,False,Pipe-borne,Single phase,1,2020,6943063,6
Kalutara,Wadduwa,9,4,4,91,0,True,False,Pipe-borne,Single phase,1,2000,13346303,26
Kegalle,Kegalle Central,12,4,3,90,1,True,False,Pipe-borne,Three phase,2,2000,10969713,26
Gampaha,Negombo,16,6,5,201,3,True,True,Pipe-borne,Single phase,2,1988,35280590,38
Kilinochchi,Kilinochchi Central,23,6,5,203,1,True,False,Pipe-borne,Single phase,2,1999,16167351,27
Ampara,Ampara Central,2,1,1,35,0,False,False,Both,Three phase,1,1997,2851632,29
Trincomalee,Nilaveli,5,1,1,75,1,True,True,Well,Single phase,2,2012,6070904,14
Batticaloa,Eravur,4,2,2,35,0,True,False,Pipe-borne,Single phase,1,2004,4303200,22
Badulla,Bandarawela,9,3,2,77,0,False,False,Well,Three phase,1,1994,6510006,32
Jaffna,Chunnakam,33,6,5,250,1,True,True,Both,Three phase,2,1999,43361177,27
Vavuniya,Vavuniya Central,12,4,3,122,1,True,True,Pipe-borne,Single phase,1,2005,12547324,21
Vavuniya,Vavuniya Central,6,1,1,65,2,True,False,Well,Three phase,1,2005,6144610,21
Batticaloa,Batticaloa Town,7,1,1,63,0,False,True,Both,Single phase,1,1995,6719270,31
Matara,Weligama,5,2,1,45,2,False,True,Well,Single phase,2,2020,9295721,6
Vavuniya,Vavuniya Central,11,4,3,119,0,True,True,Well,Three phase,1,2011,12378021,15
Gampaha,Ja-Ela,5,3,2,52,2,True,True,Pipe-borne,Three phase,1,1992,7169181,34
Colombo,Bambalapitiya,13,7,5,170,1,True,False,Both,Three phase,1,1995,35076326,31
Kegalle,Kegalle Central,33,5,5,250,2,True,True,Well,Three phase,2,2011,41748775,15
Matale,Matale Central,23,5,4,181,2,True,True,Well,Single phase,2,2010,25014911,16
Colombo,Wellawatte,8,5,5,99,3,False,True,Both,Three phase,2,1995,29107534,31
Badulla,Badulla Town,12,7,5,102,1,False,False,Well,Single phase,1,1986,11564971,40
Ampara,Ampara Central,5,2,1,54,1,True,False,Both,Single phase,2,2001,6008851,25
Galle,Karapitiya,14,4,3,109,1,True,True,Well,Single phase,1,2019,24771671,7
Colombo,Dehiwala,20,6,5,250,2,True,True,Well,Three phase,2,2024,83426320,2
Batticaloa,Eravur,6,3,2,64,1,True,True,Well,Three phase,2,2023,10643872,3
Anuradhapura,Nuwaragam Palatha,7,3,2,76,0,True,False,Pipe-borne,Single phase,1,1987,6399469,39
Kandy,Katugastota,3,1,1,35,3,True,True,Well,Three phase,1,2019,8437041,7
Mannar,Mannar Central,15,6,5,126,1,True,False,Pipe-borne,Single phase,2,1997,10867376,29
Trincomalee,Uppuveli,26,6,5,243,2,True,False,Both,Three phase,3,2002,37214732,24
Vavuniya,Vavuniya Central,5,2,2,58,3,True,True,Well,Three phase,1,1992,8498090,34
Matara,Matara Town,9,1,1,99,2,False,False,Well,Single phase,1,1999,12390868,27
Kilinochchi,Kilinochchi Central,9,3,2,73,0,False,False,Both,Three phase,2,2023,7508039,3
Kegalle,Kegalle Central,32,6,5,250,1,True,False,Pipe-borne,Three phase,3,2003,46708361,23
Polonnaruwa,Polonnaruwa Central,18,6,5,227,1,False,True,Well,Three phase,2,2001,25105469,25
Galle,Karapitiya,20,6,5,171,3,False,True,Pipe-borne,Single phase,1,2017,28663755,9
Trincomalee,China Bay,2,3,3,59,2,False,True,Well,Single phase,2,2000,4842721,26
Jaffna,Nallur,5,1,1,35,2,True,True,Both,Single phase,1,2008,6412876,18
Nuwara Eliya,Nuwara Eliya Central,8,4,3,50,0,True,False,Well,Three phase,2,1987,13812956,39
Matara,Matara Town,10,2,1,106,1,True,True,Both,Three phase,1,2012,12261372,14
Kurunegala,Kurunegala Town,2,4,3,49,1,True,True,Pipe-borne,Three phase,1,1990,4127224,36
Kegalle,Kegalle Central,9,3,2,87,0,False,False,Pipe-borne,Single phase,2,1993,8875707,33
Polonnaruwa,Polonnaruwa Central,15,5,4,126,2,True,True,Both,Single phase,2,2013,19181253,13
Matale,Matale Central,12,6,5,170,0,False,False,Pipe-borne,Three phase,2,2006,18710623,20
Kegalle,Kegalle Central,2,1,1,38,0,True,True,Pipe-borne,Three phase,1,2011,3371290,15
Jaffna,Kokuvil,13,5,4,145,1,False,False,Pipe-borne,Single phase,1,1995,15818558,31
Matale,Matale Central,2,2,2,35,1,True,True,Well,Single phase,1,2000,3841757,26
Mannar,Mannar Central,3,5,5,42,1,False,False,Both,Single phase,2,2012,3341417,14
Ampara,Ampara Central,32,5,5,250,2,False,False,Well,Three phase,2,2013,36936708,13
Kilinochchi,Kilinochchi Central,8,4,4,77,1,False,False,Both,Three phase,2,2022,7287566,4
